period_start,agent_id,provider_code,location,event_context,month_number,year_index,monthly_volume,is_injected_anomaly
2023-02-01T00:00:00Z,agent_08,bkash_sim,"Ambarkhana, Sylhet",normal,2,0,147200,0
2023-02-01T00:00:00Z,agent_08,nagad_sim,"Ambarkhana, Sylhet",normal,2,0,107100,0
2023-02-01T00:00:00Z,agent_08,rocket_sim,"Ambarkhana, Sylhet",normal,2,0,88400,0
2023-02-01T00:00:00Z,agent_09,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,131500,0
2023-02-01T00:00:00Z,agent_09,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,113300,0
2023-02-01T00:00:00Z,agent_09,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,94400,0
2023-02-01T00:00:00Z,agent_10,bkash_sim,"Zindabazar, Sylhet",normal,2,0,96600,0
2023-02-01T00:00:00Z,agent_10,nagad_sim,"Zindabazar, Sylhet",normal,2,0,101800,0
2023-02-01T00:00:00Z,agent_10,rocket_sim,"Zindabazar, Sylhet",normal,2,0,97600,0
2023-02-01T00:00:00Z,agent_11,bkash_sim,"Ambarkhana, Sylhet",normal,2,0,105800,0
2023-02-01T00:00:00Z,agent_11,nagad_sim,"Ambarkhana, Sylhet",normal,2,0,98900,0
2023-02-01T00:00:00Z,agent_11,rocket_sim,"Ambarkhana, Sylhet",normal,2,0,72400,0
2023-02-01T00:00:00Z,agent_12,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,122400,0
2023-02-01T00:00:00Z,agent_12,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,116800,0
2023-02-01T00:00:00Z,agent_12,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,85100,0
2023-02-01T00:00:00Z,agent_13,bkash_sim,"Zindabazar, Sylhet",normal,2,0,350583,1
2023-02-01T00:00:00Z,agent_13,nagad_sim,"Zindabazar, Sylhet",normal,2,0,98200,0
2023-02-01T00:00:00Z,agent_13,rocket_sim,"Zindabazar, Sylhet",normal,2,0,85700,0
2023-02-01T00:00:00Z,agent_14,bkash_sim,"Ambarkhana, Sylhet",normal,2,0,134600,0
2023-02-01T00:00:00Z,agent_14,nagad_sim,"Ambarkhana, Sylhet",normal,2,0,96800,0
2023-02-01T00:00:00Z,agent_14,rocket_sim,"Ambarkhana, Sylhet",normal,2,0,106800,0
2023-02-01T00:00:00Z,agent_15,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,102800,0
2023-02-01T00:00:00Z,agent_15,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,93300,0
2023-02-01T00:00:00Z,agent_15,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,105300,0
2023-02-01T00:00:00Z,agent_16,bkash_sim,"Zindabazar, Sylhet",normal,2,0,413629,1
2023-02-01T00:00:00Z,agent_16,nagad_sim,"Zindabazar, Sylhet",normal,2,0,92600,0
2023-02-01T00:00:00Z,agent_16,rocket_sim,"Zindabazar, Sylhet",normal,2,0,95600,0
2023-02-01T00:00:00Z,agent_17,bkash_sim,"Ambarkhana, Sylhet",normal,2,0,95300,0
2023-02-01T00:00:00Z,agent_17,nagad_sim,"Ambarkhana, Sylhet",normal,2,0,132000,0
2023-02-01T00:00:00Z,agent_17,rocket_sim,"Ambarkhana, Sylhet",normal,2,0,88000,0
2023-02-01T00:00:00Z,agent_18,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,113300,0
2023-02-01T00:00:00Z,agent_18,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,124000,0
2023-02-01T00:00:00Z,agent_18,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,2,0,88600,0
2023-03-01T00:00:00Z,agent_01,bkash_sim,"Zindabazar, Sylhet",eid,3,0,479800,0
2023-03-01T00:00:00Z,agent_01,nagad_sim,"Zindabazar, Sylhet",eid,3,0,413600,0
2023-03-01T00:00:00Z,agent_01,rocket_sim,"Zindabazar, Sylhet",eid,3,0,495600,0
2023-03-01T00:00:00Z,agent_02,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,586200,0
2023-03-01T00:00:00Z,agent_02,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,490700,0
2023-03-01T00:00:00Z,agent_02,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,406500,0
2023-03-01T00:00:00Z,agent_03,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,466900,0
2023-03-01T00:00:00Z,agent_03,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,563800,0
2023-03-01T00:00:00Z,agent_03,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,374800,0
2023-03-01T00:00:00Z,agent_04,bkash_sim,"Zindabazar, Sylhet",eid,3,0,707400,0
2023-03-01T00:00:00Z,agent_04,nagad_sim,"Zindabazar, Sylhet",eid,3,0,526800,0
2023-03-01T00:00:00Z,agent_04,rocket_sim,"Zindabazar, Sylhet",eid,3,0,349300,0
2023-03-01T00:00:00Z,agent_05,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,436800,0
2023-03-01T00:00:00Z,agent_05,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,470000,0
2023-03-01T00:00:00Z,agent_05,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,399300,0
2023-03-01T00:00:00Z,agent_06,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,616000,0
2023-03-01T00:00:00Z,agent_06,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,641600,0
2023-03-01T00:00:00Z,agent_06,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,480000,0
2023-03-01T00:00:00Z,agent_07,bkash_sim,"Zindabazar, Sylhet",eid,3,0,455200,0
2023-03-01T00:00:00Z,agent_07,nagad_sim,"Zindabazar, Sylhet",eid,3,0,633600,0
2023-03-01T00:00:00Z,agent_07,rocket_sim,"Zindabazar, Sylhet",eid,3,0,392600,0
2023-03-01T00:00:00Z,agent_08,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,616300,0
2023-03-01T00:00:00Z,agent_08,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,621300,0
2023-03-01T00:00:00Z,agent_08,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,434900,0
2023-03-01T00:00:00Z,agent_09,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,636700,0
2023-03-01T00:00:00Z,agent_09,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,660300,0
2023-03-01T00:00:00Z,agent_09,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,476700,0
2023-03-01T00:00:00Z,agent_10,bkash_sim,"Zindabazar, Sylhet",eid,3,0,442800,0
2023-03-01T00:00:00Z,agent_10,nagad_sim,"Zindabazar, Sylhet",eid,3,0,431100,0
2023-03-01T00:00:00Z,agent_10,rocket_sim,"Zindabazar, Sylhet",eid,3,0,476600,0
2023-03-01T00:00:00Z,agent_11,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,589800,0
2023-03-01T00:00:00Z,agent_11,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,512000,0
2023-03-01T00:00:00Z,agent_11,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,431800,0
2023-03-01T00:00:00Z,agent_12,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,578100,0
2023-03-01T00:00:00Z,agent_12,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,597500,0
2023-03-01T00:00:00Z,agent_12,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,356300,0
2023-03-01T00:00:00Z,agent_13,bkash_sim,"Zindabazar, Sylhet",eid,3,0,498100,0
2023-03-01T00:00:00Z,agent_13,nagad_sim,"Zindabazar, Sylhet",eid,3,0,528300,0
2023-03-01T00:00:00Z,agent_13,rocket_sim,"Zindabazar, Sylhet",eid,3,0,426800,0
2023-03-01T00:00:00Z,agent_14,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,571100,0
2023-03-01T00:00:00Z,agent_14,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,497700,0
2023-03-01T00:00:00Z,agent_14,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,529000,0
2023-03-01T00:00:00Z,agent_15,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,562300,0
2023-03-01T00:00:00Z,agent_15,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,415900,0
2023-03-01T00:00:00Z,agent_15,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,465200,0
2023-03-01T00:00:00Z,agent_16,bkash_sim,"Zindabazar, Sylhet",eid,3,0,741100,0
2023-03-01T00:00:00Z,agent_16,nagad_sim,"Zindabazar, Sylhet",eid,3,0,459500,0
2023-03-01T00:00:00Z,agent_16,rocket_sim,"Zindabazar, Sylhet",eid,3,0,513100,0
2023-03-01T00:00:00Z,agent_17,bkash_sim,"Ambarkhana, Sylhet",eid,3,0,511000,0
2023-03-01T00:00:00Z,agent_17,nagad_sim,"Ambarkhana, Sylhet",eid,3,0,540500,0
2023-03-01T00:00:00Z,agent_17,rocket_sim,"Ambarkhana, Sylhet",eid,3,0,501800,0
2023-03-01T00:00:00Z,agent_18,bkash_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,657800,0
2023-03-01T00:00:00Z,agent_18,nagad_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,683300,0
2023-03-01T00:00:00Z,agent_18,rocket_sim,"Shahjalal Uposhahar, Sylhet",eid,3,0,462600,0
2023-04-01T00:00:00Z,agent_01,bkash_sim,"Zindabazar, Sylhet",normal,4,0,112000,0
2023-04-01T00:00:00Z,agent_01,nagad_sim,"Zindabazar, Sylhet",normal,4,0,79700,0
2023-04-01T00:00:00Z,agent_01,rocket_sim,"Zindabazar, Sylhet",normal,4,0,88300,0
2023-04-01T00:00:00Z,agent_02,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,105400,0
2023-04-01T00:00:00Z,agent_02,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,97300,0
2023-04-01T00:00:00Z,agent_02,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,72400,0
2023-04-01T00:00:00Z,agent_03,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,99700,0
2023-04-01T00:00:00Z,agent_03,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,134800,0
2023-04-01T00:00:00Z,agent_03,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,73600,0
2023-04-01T00:00:00Z,agent_04,bkash_sim,"Zindabazar, Sylhet",normal,4,0,148000,0
2023-04-01T00:00:00Z,agent_04,nagad_sim,"Zindabazar, Sylhet",normal,4,0,111400,0
2023-04-01T00:00:00Z,agent_04,rocket_sim,"Zindabazar, Sylhet",normal,4,0,73500,0
2023-04-01T00:00:00Z,agent_05,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,108100,0
2023-04-01T00:00:00Z,agent_05,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,102000,0
2023-04-01T00:00:00Z,agent_05,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,86600,0
2023-04-01T00:00:00Z,agent_06,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,118200,0
2023-04-01T00:00:00Z,agent_06,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,108300,0
2023-04-01T00:00:00Z,agent_06,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,101800,0
2023-04-01T00:00:00Z,agent_07,bkash_sim,"Zindabazar, Sylhet",normal,4,0,108100,0
2023-04-01T00:00:00Z,agent_07,nagad_sim,"Zindabazar, Sylhet",normal,4,0,124100,0
2023-04-01T00:00:00Z,agent_07,rocket_sim,"Zindabazar, Sylhet",normal,4,0,85200,0
2023-04-01T00:00:00Z,agent_08,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,143200,0
2023-04-01T00:00:00Z,agent_08,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,100500,0
2023-04-01T00:00:00Z,agent_08,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,87300,0
2023-04-01T00:00:00Z,agent_09,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,128300,0
2023-04-01T00:00:00Z,agent_09,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,134100,0
2023-04-01T00:00:00Z,agent_09,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,81500,0
2023-04-01T00:00:00Z,agent_10,bkash_sim,"Zindabazar, Sylhet",normal,4,0,106300,0
2023-04-01T00:00:00Z,agent_10,nagad_sim,"Zindabazar, Sylhet",normal,4,0,85800,0
2023-04-01T00:00:00Z,agent_10,rocket_sim,"Zindabazar, Sylhet",normal,4,0,89600,0
2023-04-01T00:00:00Z,agent_11,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,122900,0
2023-04-01T00:00:00Z,agent_11,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,107600,0
2023-04-01T00:00:00Z,agent_11,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,76700,0
2023-04-01T00:00:00Z,agent_12,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,100900,0
2023-04-01T00:00:00Z,agent_12,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,117100,0
2023-04-01T00:00:00Z,agent_12,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,74100,0
2023-04-01T00:00:00Z,agent_13,bkash_sim,"Zindabazar, Sylhet",normal,4,0,104300,0
2023-04-01T00:00:00Z,agent_13,nagad_sim,"Zindabazar, Sylhet",normal,4,0,113000,0
2023-04-01T00:00:00Z,agent_13,rocket_sim,"Zindabazar, Sylhet",normal,4,0,77000,0
2023-04-01T00:00:00Z,agent_14,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,124000,0
2023-04-01T00:00:00Z,agent_14,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,108100,0
2023-04-01T00:00:00Z,agent_14,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,118300,0
2023-04-01T00:00:00Z,agent_15,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,106500,0
2023-04-01T00:00:00Z,agent_15,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,92400,0
2023-04-01T00:00:00Z,agent_15,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,92800,0
2023-04-01T00:00:00Z,agent_16,bkash_sim,"Zindabazar, Sylhet",normal,4,0,131200,0
2023-04-01T00:00:00Z,agent_16,nagad_sim,"Zindabazar, Sylhet",normal,4,0,97000,0
2023-04-01T00:00:00Z,agent_16,rocket_sim,"Zindabazar, Sylhet",normal,4,0,89900,0
2023-04-01T00:00:00Z,agent_17,bkash_sim,"Ambarkhana, Sylhet",normal,4,0,96500,0
2023-04-01T00:00:00Z,agent_17,nagad_sim,"Ambarkhana, Sylhet",normal,4,0,128500,0
2023-04-01T00:00:00Z,agent_17,rocket_sim,"Ambarkhana, Sylhet",normal,4,0,80400,0
2023-04-01T00:00:00Z,agent_18,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,120500,0
2023-04-01T00:00:00Z,agent_18,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,137500,0
2023-04-01T00:00:00Z,agent_18,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,4,0,93900,0
2023-05-01T00:00:00Z,agent_01,bkash_sim,"Zindabazar, Sylhet",normal,5,0,92800,0
2023-05-01T00:00:00Z,agent_01,nagad_sim,"Zindabazar, Sylhet",normal,5,0,80700,0
2023-05-01T00:00:00Z,agent_01,rocket_sim,"Zindabazar, Sylhet",normal,5,0,83600,0
2023-05-01T00:00:00Z,agent_02,bkash_sim,"Ambarkhana, Sylhet",normal,5,0,124900,0
2023-05-01T00:00:00Z,agent_02,nagad_sim,"Ambarkhana, Sylhet",normal,5,0,108700,0
2023-05-01T00:00:00Z,agent_02,rocket_sim,"Ambarkhana, Sylhet",normal,5,0,88300,0
2023-05-01T00:00:00Z,agent_03,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,99500,0
2023-05-01T00:00:00Z,agent_03,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,110800,0
2023-05-01T00:00:00Z,agent_03,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,84200,0
2023-05-01T00:00:00Z,agent_04,bkash_sim,"Zindabazar, Sylhet",normal,5,0,145300,0
2023-05-01T00:00:00Z,agent_04,nagad_sim,"Zindabazar, Sylhet",normal,5,0,115700,0
2023-05-01T00:00:00Z,agent_04,rocket_sim,"Zindabazar, Sylhet",normal,5,0,83600,0
2023-05-01T00:00:00Z,agent_05,bkash_sim,"Ambarkhana, Sylhet",normal,5,0,101000,0
2023-05-01T00:00:00Z,agent_05,nagad_sim,"Ambarkhana, Sylhet",normal,5,0,80400,0
2023-05-01T00:00:00Z,agent_05,rocket_sim,"Ambarkhana, Sylhet",normal,5,0,91900,0
2023-05-01T00:00:00Z,agent_06,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,106900,0
2023-05-01T00:00:00Z,agent_06,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,122700,0
2023-05-01T00:00:00Z,agent_06,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,118300,0
2023-05-01T00:00:00Z,agent_07,bkash_sim,"Zindabazar, Sylhet",normal,5,0,88600,0
2023-05-01T00:00:00Z,agent_07,nagad_sim,"Zindabazar, Sylhet",normal,5,0,110500,0
2023-05-01T00:00:00Z,agent_07,rocket_sim,"Zindabazar, Sylhet",normal,5,0,76400,0
2023-05-01T00:00:00Z,agent_08,bkash_sim,"Ambarkhana, Sylhet",normal,5,0,136900,0
2023-05-01T00:00:00Z,agent_08,nagad_sim,"Ambarkhana, Sylhet",normal,5,0,106300,0
2023-05-01T00:00:00Z,agent_08,rocket_sim,"Ambarkhana, Sylhet",normal,5,0,87700,0
2023-05-01T00:00:00Z,agent_09,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,134900,0
2023-05-01T00:00:00Z,agent_09,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,114800,0
2023-05-01T00:00:00Z,agent_09,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,91600,0
2023-05-01T00:00:00Z,agent_10,bkash_sim,"Zindabazar, Sylhet",normal,5,0,90300,0
2023-05-01T00:00:00Z,agent_10,nagad_sim,"Zindabazar, Sylhet",normal,5,0,95200,0
2023-05-01T00:00:00Z,agent_10,rocket_sim,"Zindabazar, Sylhet",normal,5,0,106300,0
2023-05-01T00:00:00Z,agent_11,bkash_sim,"Ambarkhana, Sylhet",normal,5,0,130200,0
2023-05-01T00:00:00Z,agent_11,nagad_sim,"Ambarkhana, Sylhet",normal,5,0,93100,0
2023-05-01T00:00:00Z,agent_11,rocket_sim,"Ambarkhana, Sylhet",normal,5,0,80400,0
2023-05-01T00:00:00Z,agent_12,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,105100,0
2023-05-01T00:00:00Z,agent_12,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,5,0,94300,0
